Protein.ID,Gene.name,LFQ.Control_04dpi_1,LFQ.Control_04dpi_2,LFQ.Control_04dpi_3,LFQ.Control_04dpi_4,LFQ.Control_04dpi_5,LFQ.Control_07dpi_1,LFQ.Control_07dpi_2,LFQ.Control_07dpi_3,LFQ.Control_07dpi_4,LFQ.Control_07dpi_5,LFQ.Control_12dpi_1,LFQ.Control_12dpi_2,LFQ.Control_12dpi_3,LFQ.Control_12dpi_4,LFQ.Control_12dpi_5,LFQ.F13_Mut_04dpi_1,LFQ.F13_Mut_04dpi_2,LFQ.F13_Mut_04dpi_3,LFQ.F13_Mut_04dpi_4,LFQ.F13_Mut_04dpi_5,LFQ.F13_Mut_07dpi_2,LFQ.F13_Mut_07dpi_3,LFQ.F13_Mut_07dpi_4,LFQ.F13_Mut_07dpi_5,LFQ.F13_Mut_12dpi_1,LFQ.F13_Mut_12dpi_2,LFQ.F13_Mut_12dpi_3,LFQ.F13_Mut_12dpi_4,LFQ.F13_Mut_12dpi_5,LFQ.F13_WT_04dpi_1,LFQ.F13_WT_04dpi_2,LFQ.F13_WT_04dpi_3,LFQ.F13_WT_04dpi_4,LFQ.F13_WT_07dpi_1,LFQ.F13_WT_07dpi_2,LFQ.F13_WT_07dpi_3,LFQ.F13_WT_07dpi_4,LFQ.F13_WT_07dpi_5,LFQ.F13_WT_12dpi_1,LFQ.F13_WT_12dpi_2,LFQ.F13_WT_12dpi_3,LFQ.F13_WT_12dpi_4,LFQ.F13_WT_12dpi_5,LFQ.GHu_Mut_04dpi_1,LFQ.GHu_Mut_04dpi_2,LFQ.GHu_Mut_04dpi_3,LFQ.GHu_Mut_04dpi_4,LFQ.GHu_Mut_04dpi_5,LFQ.GHu_Mut_07dpi_1,LFQ.GHu_Mut_07dpi_2,LFQ.GHu_Mut_07dpi_3,LFQ.GHu_Mut_07dpi_4,LFQ.GHu_Mut_07dpi_5,LFQ.GHu_Mut_12dpi_1,LFQ.GHu_Mut_12dpi_2,LFQ.GHu_Mut_12dpi_3,LFQ.GHu_Mut_12dpi_4,LFQ.GHu_Mut_12dpi_5,LFQ.GHu_WT_04dpi_1,LFQ.GHu_WT_04dpi_2,LFQ.GHu_WT_04dpi_3,LFQ.GHu_WT_04dpi_4,LFQ.GHu_WT_04dpi_5,LFQ.GHu_WT_07dpi_1,LFQ.GHu_WT_07dpi_2,LFQ.GHu_WT_07dpi_3,LFQ.GHu_WT_07dpi_4,LFQ.GHu_WT_07dpi_5,LFQ.GHu_WT_12dpi_1,LFQ.GHu_WT_12dpi_2,LFQ.GHu_WT_12dpi_3,LFQ.GHu_WT_12dpi_4,LFQ.GHu_WT_12dpi_5
"Cluster of sp|P10111|PPIA_RAT **** Peptidyl-prolyl cis-trans isomerase A IPR002130 (Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain), IPR024936 (Cyclophilin-type peptidyl-prolyl cis-trans isomerase), IPR029000 (Cyclophilin-like domain) GO:0000413 (protein peptidyl-prolyl isomerization), GO:0003755 (peptidyl-prolyl cis-trans isomerase activity), GO:0006457 (protein folding) (Niben101Scf00211g00029.1)",Niben101Scf00211g00029.1 [3],4,9,6,3,2,8,11,7,6,5,5,11,7,11,6,4,5,6,4,8,5,8,6,0,9,16,16,10,5,3,11,15,10,4,3,6,4,5,4,2,2,0,6,5,6,3,4,3,4,7,4,3,11,5,5,5,7,3,2,6,2,6,6,5,5,5,2,3,6,6,8,6,4
"    sp|P52015|CYP7_CAEEL **** Peptidyl-prolyl cis-trans isomerase 7 IPR002130 (Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain), IPR029000 (Cyclophilin-like domain) GO:0000413 (protein peptidyl-prolyl isomerization), GO:0003755 (peptidyl-prolyl cis-trans isomerase activity), GO:0006457 (protein folding)",Niben101Ctg13380g00001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|P14851|PPIA_CRIGR **** Peptidyl-prolyl cis-trans isomerase A IPR002130 (Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain), IPR024936 (Cyclophilin-type peptidyl-prolyl cis-trans isomerase), IPR029000 (Cyclophilin-like domain) GO:0000413 (protein peptidyl-prolyl isomerization), GO:0003755 (peptidyl-prolyl cis-trans isomerase activity), GO:0006457 (protein folding)",Niben101Scf01847g03004.1,2,5,5,3,2,5,8,4,4,3,4,5,4,6,4,2,4,5,2,5,3,5,5,0,5,11,11,5,3,3,10,11,7,3,3,3,3,3,3,2,2,0,4,3,4,3,3,3,2,4,2,2,7,4,4,3,4,2,1,4,2,4,4,2,3,4,1,2,4,4,5,4,3
"    sp|P10111|PPIA_RAT **** Peptidyl-prolyl cis-trans isomerase A IPR002130 (Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain), IPR024936 (Cyclophilin-type peptidyl-prolyl cis-trans isomerase), IPR029000 (Cyclophilin-like domain) GO:0000413 (protein peptidyl-prolyl isomerization), GO:0003755 (peptidyl-prolyl cis-trans isomerase activity), GO:0006457 (protein folding)",Niben101Scf00211g00029.1,2,7,3,1,1,6,8,5,4,3,3,8,4,7,4,2,3,4,3,5,2,6,3,0,5,13,13,6,3,2,8,12,8,3,1,4,1,3,1,1,0,0,3,3,4,1,2,1,2,5,2,1,8,2,3,3,5,1,1,3,0,4,4,3,3,3,1,1,2,4,5,4,2
"Cluster of sp|P08054|HBP1_CASGL ***- Hemoglobin-1 IPR000971 (Globin), IPR009050 (Globin-like) GO:0005506 (iron ion binding), GO:0015671 (oxygen transport), GO:0019825 (oxygen binding), GO:0020037 (heme binding) (Niben101Scf09556g02013.1)",Niben101Scf09556g02013.1 [2],2,3,3,0,5,2,3,6,3,6,4,6,5,8,6,3,3,4,4,4,1,4,3,0,3,9,9,7,9,4,4,3,2,5,4,5,5,4,3,3,3,3,5,3,0,3,2,2,5,7,8,7,7,4,1,6,3,4,3,5,3,5,3,2,2,2,2,6,7,5,6,7,3
"    sp|P08054|HBP1_CASGL ***- Hemoglobin-1 IPR000971 (Globin), IPR009050 (Globin-like) GO:0005506 (iron ion binding), GO:0015671 (oxygen transport), GO:0019825 (oxygen binding), GO:0020037 (heme binding)",Niben101Scf09556g02013.1,2,3,3,0,5,2,3,6,3,6,4,6,5,8,6,3,3,4,4,4,1,4,3,0,3,9,9,7,9,4,4,3,2,5,4,5,5,4,3,3,3,3,5,3,0,3,2,2,5,7,8,7,7,4,1,6,3,4,3,5,3,5,3,2,2,2,2,6,7,5,6,7,3
"    sp|P08054|HBP1_CASGL ***- Hemoglobin-1 IPR000971 (Globin), IPR009050 (Globin-like) GO:0005506 (iron ion binding), GO:0015671 (oxygen transport), GO:0019825 (oxygen binding), GO:0020037 (heme binding)",Niben101Scf02182g01013.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sp|P02268|H2A_SEPOF ***- Histone H2A IPR009072 (Histone-fold) GO:0000786 (nucleosome), GO:0003677 (DNA binding), GO:0005634 (nucleus), GO:0046982 (protein heterodimerization activity)",Niben101Scf00369g03018.1,3,4,4,3,4,4,5,2,4,3,3,9,6,4,5,3,2,7,4,5,3,5,6,2,5,10,10,3,6,4,3,5,3,3,4,4,5,3,5,3,3,4,2,5,8,5,4,3,5,6,5,7,9,6,2,4,3,6,3,8,2,5,4,2,2,4,6,2,2,2,4,4,6
"Cluster of sp|P00965|GLNA3_PHAVU **** Glutamine synthetase N-1 IPR008147 (Glutamine synthetase, beta-Grasp), IPR014746 (Glutamine synthetase/guanido kinase, catalytic domain), IPR027302 (Glutamine synthetase, N-terminal conserved site), IPR027303 (Glutamine synthetase, glycine-rich site) GO:0003824 (catalytic activity), GO:0004356 (glutamate-ammonia ligase activity), GO:0006542 (glutamine biosynthetic process), GO:0006807 (nitrogen compound metabolic process) (Niben101Scf02330g00012.1)",Niben101Scf02330g00012.1 [6],54,52,47,45,39,29,38,32,33,48,57,60,51,54,37,39,46,40,51,22,37,49,40,26,45,53,53,54,43,43,49,40,59,47,47,57,45,34,49,28,41,35,55,43,38,32,43,35,51,53,59,36,40,35,41,59,40,34,55,44,41,39,47,49,57,47,30,48,30,38,31,36,33
"    sp|P12424|GLNA_NICPL *-** Glutamine synthetase IPR008147 (Glutamine synthetase, beta-Grasp), IPR027302 (Glutamine synthetase, N-terminal conserved site) GO:0004356 (glutamate-ammonia ligase activity), GO:0006542 (glutamine biosynthetic process), GO:0006807 (nitrogen compound metabolic process)",Niben101Scf00824g00002.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|P12424|GLNA_NICPL **** Glutamine synthetase IPR008147 (Glutamine synthetase, beta-Grasp), IPR014746 (Glutamine synthetase/guanido kinase, catalytic domain), IPR027302 (Glutamine synthetase, N-terminal conserved site), IPR027303 (Glutamine synthetase, glycine-rich site) GO:0003824 (catalytic activity), GO:0004356 (glutamate-ammonia ligase activity), GO:0006542 (glutamine biosynthetic process), GO:0006807 (nitrogen compound metabolic process)",Niben101Scf01765g02012.1,7,3,3,5,3,2,3,2,2,3,3,5,3,2,4,4,8,4,9,4,5,5,3,2,5,8,8,3,3,2,4,4,9,5,3,3,3,3,5,3,3,7,6,5,2,4,3,4,4,4,4,3,4,2,6,6,2,2,7,4,4,3,7,4,7,5,4,3,2,3,3,2,3
"    sp|P12424|GLNA_NICPL **** Glutamine synthetase IPR008147 (Glutamine synthetase, beta-Grasp), IPR014746 (Glutamine synthetase/guanido kinase, catalytic domain), IPR027302 (Glutamine synthetase, N-terminal conserved site), IPR027303 (Glutamine synthetase, glycine-rich site) GO:0003824 (catalytic activity), GO:0004356 (glutamate-ammonia ligase activity), GO:0006542 (glutamine biosynthetic process), GO:0006807 (nitrogen compound metabolic process)",Niben101Scf00345g01021.1,7,3,3,5,3,,3,2,2,3,3,5,,2,4,4,8,4,9,4,5,5,3,2,5,8,8,3,3,2,4,4,9,5,3,3,3,3,5,3,3,7,6,5,2,4,3,4,4,4,4,3,4,2,6,6,,2,7,4,4,3,7,4,7,5,4,3,2,3,3,2,3
"    sp|P04770|GLNA1_PHAVU *-** Glutamine synthetase PR-1 IPR008147 (Glutamine synthetase, beta-Grasp), IPR014746 (Glutamine synthetase/guanido kinase, catalytic domain), IPR027302 (Glutamine synthetase, N-terminal conserved site), IPR027303 (Glutamine synthetase, glycine-rich site) GO:0003824 (catalytic activity), GO:0004356 (glutamate-ammonia ligase activity), GO:0006542 (glutamine biosynthetic process), GO:0006807 (nitrogen compound metabolic process)",Niben101Scf00952g03003.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|P00965|GLNA3_PHAVU *-*- Glutamine synthetase N-1 IPR014746 (Glutamine synthetase/guanido kinase, catalytic domain) GO:0003824 (catalytic activity), GO:0004356 (glutamate-ammonia ligase activity), GO:0006807 (nitrogen compound metabolic process)",Niben101Scf03240g01006.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|P00965|GLNA3_PHAVU **** Glutamine synthetase N-1 IPR008147 (Glutamine synthetase, beta-Grasp), IPR014746 (Glutamine synthetase/guanido kinase, catalytic domain), IPR027302 (Glutamine synthetase, N-terminal conserved site), IPR027303 (Glutamine synthetase, glycine-rich site) GO:0003824 (catalytic activity), GO:0004356 (glutamate-ammonia ligase activity), GO:0006542 (glutamine biosynthetic process), GO:0006807 (nitrogen compound metabolic process)",Niben101Scf02330g00012.1,52,51,47,42,38,29,38,32,33,47,57,59,51,54,36,38,44,38,46,20,34,46,40,26,45,52,52,53,43,43,47,39,55,44,46,56,45,33,46,27,40,31,52,40,38,30,42,34,49,53,57,35,38,35,38,57,40,34,53,44,41,38,43,47,53,45,29,47,30,38,30,36,32
"Cluster of sp|P00297|PLAS_SOLCR ***- Plastocyanin IPR001235 (Blue (type 1) copper protein, plastocyanin-type), IPR028871 (Blue (type 1) copper protein, binding site) GO:0005507 (copper ion binding), GO:0009055 (electron carrier activity) (Niben101Scf00508g00007.1)",Niben101Scf00508g00007.1 [2],23,21,15,18,26,19,27,22,13,30,22,36,23,32,31,20,27,18,18,16,15,24,24,19,18,23,23,33,27,18,25,10,25,14,30,23,23,25,19,24,24,25,30,18,16,15,23,23,13,28,28,24,19,21,21,25,35,24,25,25,19,28,22,30,28,23,24,24,20,25,25,19,22
"    sp|P00297|PLAS_SOLCR ***- Plastocyanin IPR001235 (Blue (type 1) copper protein, plastocyanin-type), IPR028871 (Blue (type 1) copper protein, binding site) GO:0005507 (copper ion binding), GO:0009055 (electron carrier activity)",Niben101Scf00508g00007.1,21,19,15,17,22,16,23,18,13,24,19,30,20,25,24,18,24,17,17,16,15,24,22,19,17,17,17,26,21,14,23,10,20,13,24,20,19,21,17,20,23,24,27,16,15,14,20,22,12,23,25,21,17,19,18,23,29,21,21,21,19,24,19,26,22,19,20,18,17,23,22,19,20
"    sp|P00297|PLAS_SOLCR ***- Plastocyanin IPR001235 (Blue (type 1) copper protein, plastocyanin-type), IPR028871 (Blue (type 1) copper protein, binding site) GO:0005507 (copper ion binding), GO:0009055 (electron carrier activity)",Niben101Scf00057g00027.1,15,16,9,13,18,15,19,17,10,21,15,26,16,23,25,12,18,12,11,11,8,16,18,12,13,18,18,23,20,14,18,8,19,8,19,16,17,17,12,17,17,17,20,13,10,11,16,14,10,21,20,18,13,14,15,17,22,14,18,18,13,19,18,22,19,18,17,18,15,15,18,12,15
"Cluster of sp|P9WQB6|AHPC_MYCTO *-** Alkyl hydroperoxide reductase subunit C IPR012336 (Thioredoxin-like fold) GO:0016209 (antioxidant activity), GO:0016491 (oxidoreductase activity), GO:0055114 (oxidation-reduction process) (Niben101Scf05682g00011.1)",Niben101Scf05682g00011.1 [2],22,18,22,19,21,13,22,12,12,18,11,24,21,21,17,19,19,13,28,11,20,26,18,13,18,20,20,25,20,18,21,10,8,17,20,26,15,17,16,23,16,20,27,21,21,8,24,14,19,23,17,18,19,12,14,24,22,14,24,16,13,22,12,20,20,17,17,18,24,13,16,11,20
"    sp|Q2FJN4|AHPC_STAA3 **** Alkyl hydroperoxide reductase subunit C IPR012336 (Thioredoxin-like fold) GO:0016209 (antioxidant activity), GO:0016491 (oxidoreductase activity), GO:0055114 (oxidation-reduction process)",Niben101Scf06385g02016.1,15,14,14,11,15,10,14,8,10,13,5,15,14,13,11,12,14,8,19,7,15,18,13,9,12,12,12,16,15,13,15,7,6,10,14,16,8,13,12,17,11,14,18,14,15,5,15,8,14,16,9,12,14,6,10,19,16,10,16,11,8,16,7,15,13,11,11,13,16,9,11,5,14
"    sp|P9WQB6|AHPC_MYCTO *-** Alkyl hydroperoxide reductase subunit C IPR012336 (Thioredoxin-like fold) GO:0016209 (antioxidant activity), GO:0016491 (oxidoreductase activity), GO:0055114 (oxidation-reduction process)",Niben101Scf05682g00011.1,20,16,21,18,19,11,21,11,11,17,11,22,18,19,16,19,17,11,26,10,20,25,16,13,17,17,17,22,17,16,20,10,8,17,19,24,14,16,13,22,15,18,26,17,17,7,21,11,17,20,15,16,18,10,12,22,17,14,22,16,11,22,10,16,19,15,16,16,20,13,15,10,19
"Cluster of sp|P0CQ57|RSSA_CRYNB **** 40S ribosomal protein S0 IPR001865 (Ribosomal protein S2), IPR023591 (Ribosomal protein S2, flavodoxin-like domain) GO:0003735 (structural constituent of ribosome), GO:0005622 (intracellular), GO:0005840 (ribosome), GO:0006412 (translation), GO:0015935 (small ribosomal subunit) (Niben101Scf02003g01002.1)",Niben101Scf02003g01002.1 [5],18,14,13,9,13,15,18,11,11,14,12,16,15,17,17,11,10,9,18,15,7,18,19,11,12,14,14,16,15,11,16,12,18,13,9,17,10,13,15,14,8,10,14,14,14,11,14,8,13,19,17,16,12,6,7,12,17,13,7,13,9,19,9,18,14,13,9,14,12,12,14,11,13
"    sp|Q4KTE2|RSSA_SUBDO **** 40S ribosomal protein SA IPR001865 (Ribosomal protein S2), IPR023591 (Ribosomal protein S2, flavodoxin-like domain) GO:0003735 (structural constituent of ribosome), GO:0005622 (intracellular), GO:0005840 (ribosome), GO:0006412 (translation), GO:0015935 (small ribosomal subunit)",Niben101Scf02353g02004.1,15,13,10,8,12,14,16,10,10,12,10,14,13,15,15,9,8,8,16,14,6,15,18,9,10,11,11,13,13,9,13,11,15,11,7,15,8,11,13,13,6,8,12,12,12,10,12,8,11,19,14,14,11,5,6,9,15,11,6,12,7,16,8,16,12,11,8,12,11,11,12,11,11
"    sp|P0CQ57|RSSA_CRYNB **** 40S ribosomal protein S0 IPR001865 (Ribosomal protein S2), IPR023591 (Ribosomal protein S2, flavodoxin-like domain) GO:0003735 (structural constituent of ribosome), GO:0005622 (intracellular), GO:0005840 (ribosome), GO:0006412 (translation), GO:0015935 (small ribosomal subunit)",Niben101Scf02003g01002.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|B8PAR0|RSSA_POSPM **** 40S ribosomal protein S0 IPR001865 (Ribosomal protein S2), IPR023591 (Ribosomal protein S2, flavodoxin-like domain) GO:0003735 (structural constituent of ribosome), GO:0005622 (intracellular), GO:0005840 (ribosome), GO:0006412 (translation), GO:0015935 (small ribosomal subunit)",Niben101Scf00338g08013.1 (+1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|B8PAR0|RSSA_POSPM **** 40S ribosomal protein S0 IPR001865 (Ribosomal protein S2), IPR023591 (Ribosomal protein S2, flavodoxin-like domain) GO:0003735 (structural constituent of ribosome), GO:0005622 (intracellular), GO:0005840 (ribosome), GO:0006412 (translation), GO:0015935 (small ribosomal subunit)",Niben101Scf02353g01015.1,14,10,11,9,9,14,12,11,10,12,10,10,13,10,10,9,8,8,13,11,7,15,13,11,9,11,11,12,11,10,14,12,13,10,8,12,9,10,10,11,7,10,11,10,9,11,10,8,10,12,12,13,8,6,7,8,14,11,7,9,9,15,8,12,8,9,8,12,10,10,11,10,11
"Cluster of sp|P0CB68|NDUS1_PONPY **** NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial IPR010228 (NADH:ubiquinone oxidoreductase, subunit G), IPR012675 (Beta-grasp domain), IPR015405 (NADH-quinone oxidoreductase, chain G, C-terminal) GO:0008137 (NADH dehydrogenase (ubiquinone) activity), GO:0009055 (electron carrier activity), GO:0016020 (membrane), GO:0016491 (oxidoreductase activity), GO:0016651 (oxidoreductase activity, acting on NAD(P)H), GO:0042773 (ATP synthesis coupled electron transport), GO:0051536 (iron-sulfur cluster binding), GO:0055114 (oxidation-reduction process) (Niben101Scf00258g02006.1)",Niben101Scf00258g02006.1 [2],2,1,1,0,1,1,3,1,1,0,2,6,3,4,2,0,4,2,4,1,1,1,1,,2,3,3,,0,0,1,0,3,1,2,3,3,2,0,0,1,0,,0,4,2,0,1,1,1,3,3,1,2,,2,0,1,3,6,2,1,3,1,0,3,0,0,,0,0,2,0
"    sp|P0CB68|NDUS1_PONPY **** NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial IPR010228 (NADH:ubiquinone oxidoreductase, subunit G), IPR012675 (Beta-grasp domain), IPR015405 (NADH-quinone oxidoreductase, chain G, C-terminal) GO:0008137 (NADH dehydrogenase (ubiquinone) activity), GO:0009055 (electron carrier activity), GO:0016020 (membrane), GO:0016491 (oxidoreductase activity), GO:0016651 (oxidoreductase activity, acting on NAD(P)H), GO:0042773 (ATP synthesis coupled electron transport), GO:0051536 (iron-sulfur cluster binding), GO:0055114 (oxidation-reduction process)",Niben101Scf00258g02006.1,2,1,1,0,1,1,3,1,1,0,2,6,3,4,2,0,4,2,4,1,1,1,1,,2,3,3,,0,0,1,0,3,1,2,3,3,2,0,0,1,0,,0,3,2,0,1,1,1,3,3,1,2,,2,0,1,3,5,2,1,3,1,0,3,0,0,,0,0,2,0
"    sp|O21241|NDUS1_RECAM **** NADH-ubiquinone oxidoreductase 75 kDa subunit IPR010228 (NADH:ubiquinone oxidoreductase, subunit G), IPR012675 (Beta-grasp domain) GO:0008137 (NADH dehydrogenase (ubiquinone) activity), GO:0009055 (electron carrier activity), GO:0016020 (membrane), GO:0016491 (oxidoreductase activity), GO:0016651 (oxidoreductase activity, acting on NAD(P)H), GO:0042773 (ATP synthesis coupled electron transport), GO:0051536 (iron-sulfur cluster binding), GO:0055114 (oxidation-reduction process)",Niben101Scf00542g05006.1,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,,0,,,,,,3,1,,,,,,,,,,,,
"Cluster of sp|P0CB38|PAB4L_HUMAN **** Polyadenylate-binding protein 4-like IPR006515 (Polyadenylate binding protein, human types 1, 2, 3, 4), IPR012677 (Nucleotide-binding alpha-beta plait domain) GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding), GO:0003723 (RNA binding) (Niben101Scf04007g02013.1)",Niben101Scf04007g02013.1 [12],21,19,26,15,15,8,13,8,8,13,15,20,22,20,14,13,21,12,14,14,13,18,15,9,12,15,15,16,16,3,19,9,10,9,11,16,12,18,12,12,10,14,11,10,21,14,16,12,15,13,16,11,11,13,7,11,11,15,14,18,11,19,20,13,17,13,11,15,10,7,12,7,11
"    sp|Q54BM2|PAP1A_DICDI *-** Polyadenylate-binding protein 1-A IPR012677 (Nucleotide-binding alpha-beta plait domain) GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding)",Niben101Scf07883g02001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|Q9ZQA8|PABP7_ARATH *-** Polyadenylate-binding protein 7 IPR012677 (Nucleotide-binding alpha-beta plait domain) GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding)",Niben101Scf00618g01009.1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"    sp|Q9ZQA8|PABP7_ARATH **** Polyadenylate-binding protein 7 IPR006515 (Polyadenylate binding protein, human types 1, 2, 3, 4), IPR012677 (Nucleotide-binding alpha-beta plait domain) GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding), GO:0003723 (RNA binding)",Niben101Scf06793g00006.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    sp|Q9FXA2|PABP8_ARATH *-** Polyadenylate-binding protein 8 IPR002004 (Polyadenylate-binding protein/Hyperplastic disc protein) GO:0003723 (RNA binding),Niben101Scf05467g04003.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    sp|P42731|PABP2_ARATH *-** Polyadenylate-binding protein 2 IPR002004 (Polyadenylate-binding protein/Hyperplastic disc protein) GO:0003723 (RNA binding),Niben101Ctg11170g00003.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|P0CB38|PAB4L_HUMAN *-** Polyadenylate-binding protein 4-like IPR012677 (Nucleotide-binding alpha-beta plait domain) GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding)",Niben101Scf05467g04002.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|P0CB38|PAB4L_HUMAN *-** Polyadenylate-binding protein 4-like IPR006515 (Polyadenylate binding protein, human types 1, 2, 3, 4), IPR012677 (Nucleotide-binding alpha-beta plait domain) GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding), GO:0003723 (RNA binding)",Niben101Scf07493g03007.1,,6,10,5,5,3,6,4,4,4,7,5,9,6,4,,7,5,4,5,7,8,7,,3,7,7,7,8,,8,4,3,,4,5,5,8,4,7,5,6,4,3,8,5,5,4,7,5,5,3,6,4,2,2,6,6,5,8,4,6,6,4,6,5,4,4,4,,5,4,2
"    sp|P0CB38|PAB4L_HUMAN **** Polyadenylate-binding protein 4-like IPR006515 (Polyadenylate binding protein, human types 1, 2, 3, 4), IPR012677 (Nucleotide-binding alpha-beta plait domain) GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding), GO:0003723 (RNA binding)",Niben101Scf04007g02013.1,12,13,18,10,9,7,10,7,7,8,11,13,19,12,10,9,12,10,9,10,10,13,12,6,7,10,10,10,13,2,15,8,6,6,7,10,11,15,9,8,8,9,9,8,16,10,11,8,13,8,12,9,9,9,5,7,8,10,9,14,9,11,12,7,12,9,9,9,7,5,10,6,7
"    sp|F4HT49|PABP1_ARATH **** Polyadenylate-binding protein 1 IPR006515 (Polyadenylate binding protein, human types 1, 2, 3, 4), IPR012677 (Nucleotide-binding alpha-beta plait domain) GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding), GO:0003723 (RNA binding)",Niben101Scf03223g02002.1,10,13,14,8,9,5,8,6,5,6,10,10,15,10,8,9,11,8,8,9,10,10,8,4,5,9,9,9,11,2,12,7,3,6,6,8,10,12,8,8,8,9,9,8,13,7,9,7,11,5,7,8,8,10,4,8,8,9,9,12,6,11,11,5,11,7,7,7,5,4,9,5,6
"    sp|F4HT49|PABP1_ARATH **** Polyadenylate-binding protein 1 IPR006515 (Polyadenylate binding protein, human types 1, 2, 3, 4), IPR012677 (Nucleotide-binding alpha-beta plait domain) GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding), GO:0003723 (RNA binding)",Niben101Scf12919g00016.1,6,10,15,9,8,3,6,5,4,5,6,11,8,11,6,8,7,5,5,4,7,9,8,4,4,5,5,6,10,2,11,5,3,8,3,9,7,9,4,9,6,7,6,3,6,6,8,4,10,7,7,7,6,4,2,3,6,9,8,8,4,11,6,5,8,7,6,6,4,3,7,4,5
"    sp|F4HT49|PABP1_ARATH **** Polyadenylate-binding protein 1 IPR006515 (Polyadenylate binding protein, human types 1, 2, 3, 4), IPR012677 (Nucleotide-binding alpha-beta plait domain) GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding), GO:0003723 (RNA binding)",Niben101Scf06344g01021.1,10,9,12,9,9,4,7,4,5,5,7,9,8,9,6,9,9,5,7,6,9,10,8,6,7,6,6,8,8,3,9,3,5,6,7,9,6,8,6,9,7,9,6,2,9,5,7,7,6,8,6,5,7,4,4,3,8,9,6,8,6,9,8,8,7,5,5,5,5,5,7,4,6
"    sp|F4HT49|PABP1_ARATH **** Polyadenylate-binding protein 1 IPR006515 (Polyadenylate binding protein, human types 1, 2, 3, 4), IPR012677 (Nucleotide-binding alpha-beta plait domain) GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding), GO:0003723 (RNA binding)",Niben101Scf03751g01002.1,2,2,3,,,,1,,,1,1,,2,1,1,,2,2,1,2,,2,0,0,0,3,3,2,1,,2,,0,,1,0,,1,1,1,,1,0,,3,2,2,0,1,,1,0,1,,0,1,,1,,2,,0,1,,,,0,1,1,,0,1,
